Mg2SiO4
0.04216965	1.00E-04	1.00E-05
0.056234133	1.00E-04	1.00E-05
0.074989421	1.00E-04	1.00E-05
0.1	1.00E-04	1.00E-05
0.133352143	1.00E-04	1.00E-05
0.177827941	1.00E-04	1.00E-05
0.237137371	1.00E-04	1.00E-05
0.316227766	1.00E-04	1.00E-05
0.421696503	1.00E-04	1.00E-05
0.562341325	1.00E-04	1.00E-05
0.749894209	1.00E-04	1.00E-05
1	1.00E-04	1.00E-05
1.333521432	1.00E-04	1.00E-05
1.77827941	1.00E-04	1.00E-05
2.371373705	1.00E-04	1.00E-05
3.16227766	1.00E-04	1.00E-05
4.216965034	1.00E-04	1.00E-05
5.623413251	1.00E-04	1.00E-05
7.498942092	1.00E-04	1.00E-05
9.999999999	1.00E-04	1.00E-05
13.33521432	1.00E-04	1.00E-05
17.7827941	1.00E-04	1.00E-05
23.71373705	1.00E-04	1.00E-05
31.6227766	1.00E-04	1.00E-05
42.16965034	1.00E-04	1.00E-05
56.23413251	1.00E-04	1.00E-05
74.98942092	1.00E-04	1.00E-05
99.99999999	1.00E-04	1.00E-05
133.3521432	1.00E-04	1.00E-05
177.827941	1.00E-04	1.00E-05
237.1373705	1.00E-04	1.00E-05
316.227766	1.00E-04	1.00E-05
421.6965034	1.00E-04	1.00E-05
562.3413251	1.00E-04	1.00E-05
749.8942092	1.00E-04	1.00E-05
999.9999999	1.00E-04	1.00E-05
1333.521432	1.00E-04	1.00E-05
1778.27941	1.00E-04	1.00E-05
2371.373705	1.00E-04	1.00E-05
3162.27766	1.00E-04	1.00E-05
4216.965034	1.00E-04	1.00E-05
5623.413251	1.00E-04	1.00E-05
7498.942092	1.00E-04	1.00E-05
9999.999999	1.00E-04	1.00E-05
13335.21432	1.00E-04	1.00E-05
17782.7941	1.00E-04	1.00E-05
23713.73705	1.00E-04	1.00E-05
31622.7766	1.00E-04	1.00E-05
42169.65034	1.00E-04	1.00E-05
56234.13251	1.00E-04	1.00E-05
74989.42092	1.00E-04	1.00E-05
99999.99999	1.00E-04	1.00E-05
133352.1432	1.00E-04	1.00E-05
177827.941	1.00E-04	1.00E-05
237137.3705	1.00E-04	1.00E-05
316227.766	1.00E-04	1.00E-05
421696.5034	1.00E-04	1.00E-05
562341.3251	1.00E-04	1.00E-05
749894.2092	1.00E-04	1.00E-05
1.00E+06	1.00E-04	1.00E-05
0		0.00E+00	0.00E+00
